Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
FAMILY,4.4,17069,500000,Free,0,Everyone 10+,Role Playing,2633,94.0
DATING,4.4,198,10000,Free,0,Mature 17+,Dating,2708,28.0
TRAVEL_AND_LOCAL,4.4,221,10000,Free,0,Everyone,Travel & Local,2750,33.0
MEDICAL,3.4,35,1000,Paid,$15.46,Everyone,Medical,3795,24.0
FOOD_AND_DRINK,4.0,43614,1000000,Free,0,Everyone,Food & Drink,3291,25.0
VIDEO_PLAYERS,4.2,104551,10000000,Free,0,Everyone,Video Players & Editors,2858,18.0
TOOLS,4.6,14224,1000000,Free,0,Everyone,Tools,2926,7.1
BOOKS_AND_REFERENCE,4.8,111,5000,Free,0,Everyone,Books & Reference,2705,10.0
DATING,4.8,125,5000,Free,0,Mature 17+,Dating,2657,4.7
PERSONALIZATION,4.6,5,100,Paid,$1.49,Everyone,Personalization,2658,4.5
BUSINESS,3.8,14760,50000000,Free,0,Everyone,Business,2815,8.6
FAMILY,4.5,530854,10000000,Free,0,Everyone,Simulation;Action & Adventure,3013,51.0
DATING,4.1,4954,1000000,Free,0,Teen,Dating,2633,15.0
COMMUNICATION,4.4,137144,10000000,Free,0,Everyone,Communication,2635,32.0
PERSONALIZATION,4.0,126,10000,Free,0,Everyone,Personalization,2919,8.0
EVENTS,4.5,2153,50000,Free,0,Everyone,Events,2863,5.9
GAME,4.0,721,50000,Free,0,Teen,Casino,3577,18.0
SPORTS,4.3,39878,1000000,Free,0,Everyone,Sports,2637,6.1
NEWS_AND_MAGAZINES,5.0,3,100,Free,0,Everyone,News & Magazines,2700,5.7
TOOLS,3.7,23347,5000000,Free,0,Everyone,Tools,2698,7.6
HEALTH_AND_FITNESS,4.4,465,500000,Free,0,Everyone,Health & Fitness,2688,6.4
TOOLS,4.0,26189,10000000,Free,0,Everyone,Tools,2668,5.3
TOOLS,4.0,114,10000,Free,0,Everyone,Tools,2686,25.0
GAME,3.4,2218,500000,Free,0,Everyone,Arcade,2920,11.0
GAME,3.9,8122,500000,Free,0,Mature 17+,Action,3152,23.0
PRODUCTIVITY,4.3,549900,10000000,Free,0,Everyone,Productivity,2647,60.0
GAME,4.2,40847,1000000,Free,0,Everyone,Action,3569,94.0
NEWS_AND_MAGAZINES,4.5,9548,1000000,Free,0,Everyone,News & Magazines,2633,15.0
PRODUCTIVITY,3.2,6752,1000000,Free,0,Everyone,Productivity,2766,3.3
GAME,4.4,17988,100000,Paid,$4.99,Teen,Adventure,2640,7.9
GAME,4.6,32506,1000000,Free,0,Everyone,Sports,2668,82.0
TOOLS,4.5,313,10000,Paid,$1.97,Everyone,Tools,3854,4.4
TRAVEL_AND_LOCAL,3.6,32862,10000000,Free,0,Everyone,Travel & Local,3236,14.0
FAMILY,4.6,498,50000,Free,0,Everyone,Education,2923,5.0
EDUCATION,4.5,1929,500000,Free,0,Everyone,Education,2940,2.5
COMMUNICATION,2.2,62,10000,Free,0,Everyone,Communication,2747,34.0
FAMILY,3.7,56664,1000000,Free,0,Everyone,Casual,3906,8.3
BUSINESS,1.0,1,100,Free,0,Everyone,Business,4103,7.8
MEDICAL,4.4,15,1000,Paid,$3.99,Everyone,Medical,2633,5.8
SHOPPING,4.2,244141,10000000,Free,0,Everyone,Shopping,2628,7.3
FINANCE,4.4,1922,100000,Free,0,Everyone,Finance,2633,4.2
FAMILY,4.3,11950,5000000,Free,0,Everyone,Educational;Education,2653,19.0
PARENTING,4.4,39,10000,Free,0,Everyone,Parenting;Music & Video,2907,18.0
FAMILY,4.7,1647,10000,Paid,$14.99,Everyone,Role Playing,3152,16.0
FAMILY,4.5,132,5000,Free,0,Everyone,Entertainment,3126,2.5
GAME,3.6,2328,100000,Free,0,Everyone,Action,4009,12.0
NEWS_AND_MAGAZINES,2.2,160,50000,Free,0,Everyone 10+,News & Magazines,2702,32.0
BUSINESS,3.9,184,50000,Free,0,Everyone,Business,4083,0.046875
FAMILY,4.2,1260903,50000000,Free,0,Everyone,Entertainment,2632,8.7
DATING,3.7,66,10000,Free,0,Mature 17+,Dating,3243,7.3
BUSINESS,4.2,46505,1000000,Free,0,Everyone,Business,2632,19.0
FAMILY,4.6,130,10000,Free,0,Everyone,Education,3482,2.2
BUSINESS,4.7,37,5000,Free,0,Everyone,Business,2666,10.0
MAPS_AND_NAVIGATION,3.8,114,10000,Free,0,Everyone,Maps & Navigation,2859,19.0
SHOPPING,4.5,33599,1000000,Free,0,Everyone,Shopping,2635,12.0
FAMILY,3.6,209,50000,Free,0,Everyone,Casual,3284,16.0
SHOPPING,4.4,1659,50000,Free,0,Everyone,Shopping,2666,33.0
BUSINESS,4.3,34,10000,Free,0,Everyone,Business,2928,26.0
BEAUTY,4.7,257,50000,Free,0,Everyone,Beauty,2992,4.6
GAME,4.5,306764,10000000,Free,0,Everyone,Trivia,2631,29.0
TOOLS,1.7,10,500,Free,0,Everyone,Tools,2872,23.0
FAMILY,4.1,705805,50000000,Free,0,Everyone,Entertainment,2726,35.0
MEDICAL,3.6,190,100000,Free,0,Everyone,Medical,2844,7.7
LIBRARIES_AND_DEMO,3.7,83,10000,Free,0,Everyone,Libraries & Demo,3175,0.404296875
FAMILY,3.2,12,1000,Free,0,Everyone,Casual,2812,13.0
TRAVEL_AND_LOCAL,4.1,890,100000,Free,0,Everyone,Travel & Local;Action & Adventure,2990,7.6
MEDICAL,5.0,2,50,Free,0,Everyone,Medical,2654,29.0
SPORTS,4.3,401,10000,Free,0,Everyone,Sports,2990,2.8
GAME,4.7,295305,10000000,Free,0,Everyone,Word,2689,3.9
SOCIAL,5.0,20,10,Free,0,Teen,Social,2642,4.2
LIFESTYLE,4.5,2586,100000,Free,0,Everyone,Lifestyle,3591,9.4
FAMILY,3.8,10,1000,Free,0,Everyone,Casual,3276,22.0
WEATHER,4.2,6849,1000000,Free,0,Everyone,Weather,4243,1.2
TOOLS,4.7,3,10,Paid,$2.99,Everyone,Tools,2699,5.3
FOOD_AND_DRINK,3.3,60,10000,Free,0,Everyone,Food & Drink,2712,25.0
TOOLS,4.3,29,1000,Free,0,Everyone,Tools,3173,23.0
HEALTH_AND_FITNESS,5.0,5,100,Free,0,Everyone,Health & Fitness,2663,14.0
ENTERTAINMENT,4.2,23666,1000000,Free,0,Teen,Entertainment,2722,3.6
TOOLS,4.2,134203,10000000,Free,0,Everyone,Tools,2627,4.1
FAMILY,3.9,2338,100000,Free,0,Everyone,Simulation,2697,45.0
PHOTOGRAPHY,3.6,100,10000,Free,0,Everyone,Photography,2629,2.5
FINANCE,3.8,42644,5000000,Free,0,Everyone,Finance,2667,19.0
MEDICAL,4.5,1686,100000,Free,0,Everyone,Medical,2635,15.0
FAMILY,4.0,24,1000,Free,0,Mature 17+,Entertainment,3330,1.9
VIDEO_PLAYERS,4.1,40,1000,Free,0,Everyone,Video Players & Editors,3017,3.9
FAMILY,4.5,709,5000,Paid,$2.99,Everyone,Puzzle,3832,18.0
TOOLS,4.7,147,10000,Free,0,Everyone,Tools,3934,4.2
MEDICAL,4.3,35,5000,Paid,$3.99,Everyone,Medical,3970,0.841796875
EDUCATION,4.6,32381,1000000,Free,0,Everyone 10+,Education,2650,10.0
SHOPPING,4.3,10355,1000000,Free,0,Teen,Shopping,2676,0.8271484375
FOOD_AND_DRINK,3.8,21381,1000000,Free,0,Everyone,Food & Drink,2641,41.0
PHOTOGRAPHY,4.0,15098,1000000,Free,0,Everyone,Photography,3149,10.0
VIDEO_PLAYERS,3.0,78,10000,Free,0,Everyone,Video Players & Editors,4410,0.314453125
FAMILY,4.3,31970,1000000,Free,0,Everyone,Puzzle,3053,77.0
SPORTS,4.3,1539,50000,Free,0,Teen,Sports,2689,14.0
EDUCATION,4.4,148549,10000000,Free,0,Everyone,Education;Education,2631,59.0
BOOKS_AND_REFERENCE,3.9,54,10000,Free,0,Everyone,Books & Reference,2853,2.8
GAME,4.3,25952,500000,Free,0,Everyone 10+,Action,3692,36.0
HEALTH_AND_FITNESS,5.0,5,100,Free,0,Everyone,Health & Fitness,2872,43.0
FAMILY,3.3,1218,100000,Free,0,Everyone,Education,4801,1.0
FAMILY,4.4,1160,100000,Free,0,Everyone,Education;Music & Video,4530,37.0
WEATHER,4.8,159455,1000000,Free,0,Everyone,Weather,2718,10.0
HEALTH_AND_FITNESS,2.2,19,1000,Free,0,Everyone,Health & Fitness,2878,9.6
COMMUNICATION,4.0,142,50000,Free,0,Everyone,Communication,2846,2.5
COMMUNICATION,4.2,91,10000,Free,0,Everyone,Communication,3154,6.0
BUSINESS,4.5,78662,1000000,Free,0,Everyone,Business,2802,22.0
ENTERTAINMENT,3.5,10939,10000000,Free,0,Everyone,Entertainment,3458,4.6
FAMILY,3.6,215,50000,Free,0,Everyone,Puzzle,5295,2.6
PHOTOGRAPHY,4.3,4871,1000000,Free,0,Everyone,Photography,2768,30.0
GAME,4.3,90415,10000000,Free,0,Everyone,Arcade,2641,84.0
SHOPPING,4.2,9975,1000000,Free,0,Everyone,Shopping,2824,18.0
MEDICAL,4.7,26862,500000,Free,0,Everyone,Medical,2670,30.0
BUSINESS,4.3,23175,1000000,Free,0,Everyone,Business,2652,41.0
SPORTS,2.7,17,1000,Free,0,Everyone,Sports,2856,14.0
PRODUCTIVITY,4.6,5378795,100000000,Free,0,Everyone,Productivity,2631,16.0
BEAUTY,3.1,40,10000,Free,0,Everyone,Beauty,2745,13.0
SOCIAL,3.2,6,100,Free,0,Everyone,Social,3977,0.447265625
EVENTS,3.8,59,5000,Free,0,Everyone,Events,2745,1.8
MEDICAL,4.6,129,10000,Paid,$5.49,Everyone,Medical,2750,2.9
GAME,4.6,2694969,100000000,Free,0,Everyone,Action,2634,78.0
HEALTH_AND_FITNESS,4.5,130104,10000000,Free,0,Everyone,Health & Fitness,2631,25.0
GAME,4.1,650114,10000000,Free,0,Teen,Action,2662,80.0
TOOLS,4.2,13096,500000,Free,0,Everyone,Tools,2635,9.2
SPORTS,4.4,38,10000,Free,0,Everyone,Sports,2982,2.6
FAMILY,3.9,656,500000,Free,0,Everyone 10+,Entertainment,3319,2.9
COMMUNICATION,4.1,26,1000,Free,0,Everyone,Communication,2883,4.6
COMMUNICATION,4.8,237468,1000000,Free,0,Everyone,Communication,2639,8.8
FAMILY,4.4,412,10000,Paid,$2.99,Everyone 10+,Action;Action & Adventure,3395,22.0
TOOLS,4.6,222,10000,Free,0,Everyone,Tools,3366,10.0
SOCIAL,3.0,5,1000,Free,0,Teen,Social,2800,2.6
COMMUNICATION,4.2,33053,5000000,Free,0,Everyone,Communication,2634,22.0
FOOD_AND_DRINK,4.0,196,10000,Free,0,Everyone 10+,Food & Drink,3163,9.0
MEDICAL,4.8,3052,100000,Free,0,Everyone,Medical,2634,12.0
PRODUCTIVITY,3.2,2728,500000,Free,0,Everyone,Productivity,3298,4.4
SHOPPING,4.4,101883,10000000,Free,0,Everyone,Shopping,2631,13.0
BOOKS_AND_REFERENCE,4.6,53,5000,Free,0,Everyone,Books & Reference,3677,16.0
PRODUCTIVITY,4.2,17415,1000000,Free,0,Everyone,Productivity,2660,4.1
FAMILY,3.8,4,100,Paid,$2.99,Everyone,Educational,3337,54.0
FAMILY,4.3,12,5000,Free,0,Everyone,Education,3174,8.1
PERSONALIZATION,4.6,26,100,Paid,$2.49,Everyone,Personalization,2874,8.5
GAME,4.0,26649,5000000,Free,0,Teen,Action,2629,66.0
GAME,4.1,364,50000,Free,0,Everyone 10+,Action,2703,67.0
SOCIAL,3.4,3640,500000,Free,0,Mature 17+,Social,3412,9.1
FAMILY,4.3,23772,5000000,Free,0,Everyone,Board;Brain Games,2997,17.0
BOOKS_AND_REFERENCE,4.6,4620,500000,Free,0,Everyone,Books & Reference,2884,19.0
SOCIAL,4.5,40467,1000000,Free,0,Everyone,Social,2632,22.0
TOOLS,3.4,7816,1000000,Free,0,Everyone,Tools,3365,5.1
LIFESTYLE,4.6,10,1000,Free,0,Everyone,Lifestyle,2647,8.7
HEALTH_AND_FITNESS,4.0,50,5000,Free,0,Everyone,Health & Fitness,2662,15.0
MEDICAL,4.0,91,10000,Free,0,Everyone,Medical,4999,0.3271484375
FAMILY,3.9,133117,5000000,Free,0,Everyone,Casual;Pretend Play,2653,63.0
GAME,4.9,37302,500000,Free,0,Everyone,Card,3083,35.0
PERSONALIZATION,3.5,178,10000,Free,0,Everyone,Personalization,3582,1.4
VIDEO_PLAYERS,4.7,70,1000,Free,0,Everyone,Video Players & Editors,2658,14.0
ART_AND_DESIGN,4.6,1070,100000,Free,0,Everyone,Art & Design,2893,26.0
FAMILY,3.9,137377,5000000,Free,0,Everyone,Simulation,3109,30.0
GAME,4.4,12736,1000000,Free,0,Teen,Arcade,2859,56.0
FINANCE,4.2,278082,10000000,Free,0,Everyone,Finance,2635,70.0
NEWS_AND_MAGAZINES,4.1,40975,1000000,Free,0,Everyone 10+,News & Magazines,2632,36.0
GAME,4.3,1489,100000,Free,0,Teen,Action,2713,67.0
PRODUCTIVITY,3.4,16,100,Paid,$6.49,Everyone,Productivity,4184,0.2861328125
GAME,4.1,1686,100000,Free,0,Teen,Casino,3832,4.6
SOCIAL,4.6,225103,5000000,Free,0,Everyone,Social,2682,5.3
VIDEO_PLAYERS,4.3,6685,1000000,Free,0,Everyone,Video Players & Editors,2632,4.0
PRODUCTIVITY,4.4,1861310,500000000,Free,0,Everyone,Productivity,2633,61.0
GAME,3.9,85410,10000000,Free,0,Everyone 10+,Racing,2948,39.0
PHOTOGRAPHY,4.0,29707,1000000,Free,0,Everyone,Photography,3901,18.0
MEDICAL,4.5,2923,100000,Paid,$24.99,Everyone,Medical,2701,25.0
SPORTS,4.7,950,100000,Free,0,Everyone,Sports,2648,18.0
FAMILY,3.9,24123,1000000,Free,0,Teen,Entertainment,2694,69.0
FAMILY,1.0,2,1000,Free,0,Everyone,Education,2638,21.0
EDUCATION,4.7,3528,100000,Paid,$3.99,Everyone,Education;Pretend Play,2683,24.0
COMICS,4.5,29839,1000000,Free,0,Teen,Comics,2634,29.0
GAME,4.2,7699,500000,Free,0,Mature 17+,Action,3150,83.0
DATING,4.2,2506,500000,Free,0,Mature 17+,Dating,3045,6.1
COMICS,4.1,1010,50000,Free,0,Mature 17+,Comics,2658,11.0
LIFESTYLE,4.3,707,100000,Free,0,Everyone,Lifestyle,2717,5.0
FAMILY,3.9,31061,1000000,Free,0,Everyone,Health & Fitness;Action & Adventure,2679,83.0
NEWS_AND_MAGAZINES,3.0,2,100,Free,0,Everyone,News & Magazines,2647,14.0
FAMILY,3.8,4,100,Free,0,Everyone,Education,3076,13.0
FAMILY,4.3,105,1000,Paid,$0.99,Teen,Casual,3163,51.0
FINANCE,4.6,1992,50000,Free,0,Everyone,Finance,2675,24.0
BUSINESS,4.1,489,100000,Free,0,Everyone,Business,2668,20.0
GAME,4.4,93033,5000000,Free,0,Teen,Strategy,2630,98.0
FINANCE,4.5,3704,100000,Free,0,Everyone,Finance,2767,4.6
DATING,4.4,172460,5000000,Free,0,Mature 17+,Dating,2630,3.1
LIFESTYLE,1.9,71,5000,Free,0,Everyone,Lifestyle,3083,24.0
GAME,4.3,128367,1000000,Free,0,Everyone,Arcade,2911,54.0
BOOKS_AND_REFERENCE,4.5,12322,500000,Free,0,Everyone,Books & Reference,3225,27.0
MEDICAL,3.7,236,50000,Free,0,Everyone,Medical,2640,18.0
PRODUCTIVITY,4.2,74146,10000000,Free,0,Everyone,Productivity,2649,32.0
FINANCE,4.1,58,10000,Free,0,Everyone,Finance,3026,3.5
ENTERTAINMENT,4.3,160164,10000000,Free,0,Teen,Entertainment,2633,12.0
GAME,4.2,156862,5000000,Free,0,Everyone 10+,Action,2634,64.0
DATING,4.7,158,10000,Free,0,Mature 17+,Dating,2660,4.5
LIFESTYLE,2.8,3187,100000,Free,0,Everyone,Lifestyle,3184,11.0
COMMUNICATION,4.1,29208,1000000,Free,0,Everyone,Communication,3305,23.0
LIFESTYLE,4.3,258717,10000000,Free,0,Everyone,Lifestyle,2943,9.4
TOOLS,3.3,1988,500000,Free,0,Everyone,Tools,2631,7.3
GAME,3.8,2102,100000,Free,0,Everyone 10+,Action,3688,40.0
SHOPPING,4.3,908525,100000000,Free,0,Teen,Shopping,2634,42.0
MAPS_AND_NAVIGATION,3.9,230,10000,Free,0,Everyone,Maps & Navigation,2652,12.0
TOOLS,4.3,11449,500000,Free,0,Everyone,Tools,3544,1.7
NEWS_AND_MAGAZINES,4.7,174827,10000000,Free,0,Mature 17+,News & Magazines,2630,25.0
HEALTH_AND_FITNESS,4.4,400592,10000000,Free,0,Everyone,Health & Fitness,2661,2.9
SPORTS,4.5,152,10000,Free,0,Everyone,Sports,2697,36.0
GAME,4.7,155694,1000000,Free,0,Teen,Board,2652,92.0
HEALTH_AND_FITNESS,5.0,3,100,Free,0,Everyone,Health & Fitness,2929,9.3
FAMILY,4.0,1699,100000,Free,0,Everyone,Entertainment;Music & Video,2920,72.0
SPORTS,4.3,14123,500000,Free,0,Everyone,Sports,2633,13.0
SPORTS,4.6,315,1000,Paid,$2.99,Everyone,Sports,2689,4.3
NEWS_AND_MAGAZINES,3.7,794,100000,Free,0,Everyone,News & Magazines,2639,15.0
GAME,3.9,145,10000,Free,0,Everyone,Action,2635,79.0
BUSINESS,4.3,327,10000,Free,0,Everyone,Business,2670,13.0
PERSONALIZATION,4.6,7583,500000,Free,0,Everyone 10+,Personalization,2661,3.8
FAMILY,3.5,352,50000,Free,0,Everyone,Entertainment,3007,3.8
SHOPPING,4.5,5123,500000,Free,0,Everyone,Shopping,2637,14.0
GAME,3.2,768,100000,Free,0,Everyone,Arcade,4516,1.4
LIFESTYLE,4.1,6808,500000,Free,0,Teen,Lifestyle,3055,12.0
FAMILY,4.6,5395,500000,Free,0,Everyone,Arcade;Action & Adventure,2702,58.0
FAMILY,4.5,19,5000,Free,0,Everyone,Education,2662,5.4
VIDEO_PLAYERS,4.1,253207,10000000,Free,0,Everyone,Video Players & Editors,2632,13.0
TOOLS,4.1,6267,1000000,Free,0,Everyone,Tools,3449,1.7
SOCIAL,4.8,725,10000,Free,0,Teen,Social,3291,3.7
FINANCE,4.4,42809,1000000,Free,0,Everyone,Finance,2638,23.0
PARENTING,3.1,103,10000,Free,0,Everyone,Parenting,2666,28.0
SHOPPING,4.0,13085,1000000,Free,0,Teen,Shopping,2899,2.7
PHOTOGRAPHY,3.7,3396,500000,Free,0,Everyone,Photography,4705,0.259765625
FAMILY,4.7,36,1000,Free,0,Everyone,Entertainment,2775,7.1
FINANCE,4.0,48445,5000000,Free,0,Everyone,Finance,2649,10.0
FAMILY,4.5,118285,1000000,Free,0,Teen,Simulation,2702,22.0
SHOPPING,4.6,69,5000,Free,0,Everyone,Shopping,2680,6.4
GAME,5.0,5,100,Free,0,Everyone,Trivia,2628,12.0
FAMILY,3.8,6760,500000,Free,0,Everyone,Entertainment,3780,26.0
FAMILY,3.6,608,100000,Free,0,Everyone,Entertainment,2709,5.4
GAME,4.2,360630,50000000,Free,0,Everyone,Puzzle,2634,40.0
TOOLS,5.0,47,1000,Free,0,Everyone,Tools,2746,17.0
FINANCE,4.3,12,1000,Free,0,Everyone,Finance,2824,9.0
LIFESTYLE,4.5,234971,1000000,Free,0,Everyone,Lifestyle,2640,81.0
GAME,4.4,327599,10000000,Free,0,Teen,Action,3002,66.0
SPORTS,4.0,135763,10000000,Free,0,Everyone,Sports,2632,13.0
FAMILY,4.8,17,100,Paid,$3.99,Mature 17+,Entertainment,3195,23.0
PHOTOGRAPHY,4.3,307453,10000000,Free,0,Everyone,Photography,2912,17.0
DATING,3.4,1999,100000,Free,0,Mature 17+,Dating,3177,8.0
SHOPPING,4.7,13,500,Free,0,Everyone,Shopping,3023,1.3
BUSINESS,3.7,3,10,Paid,$2.49,Everyone,Business,4126,11.0
NEWS_AND_MAGAZINES,4.8,46,1000,Free,0,Everyone,News & Magazines,3090,46.0
GAME,4.7,154264,10000000,Free,0,Everyone,Card,2687,12.0
FAMILY,4.8,36968,1000000,Free,0,Everyone,Entertainment,2904,16.0
FAMILY,4.4,551,100000,Free,0,Everyone,Simulation,3027,38.0
BOOKS_AND_REFERENCE,4.7,21336,1000000,Free,0,Everyone,Books & Reference,2675,23.0
TOOLS,3.2,24,10000,Free,0,Everyone,Tools,3475,4.7
LIBRARIES_AND_DEMO,4.1,142,10000,Free,0,Everyone,Libraries & Demo,3175,0.431640625
COMMUNICATION,4.4,3648120,100000000,Free,0,Teen,Communication,2647,3.3
FAMILY,4.5,354384,10000000,Free,0,Everyone,Racing;Action & Adventure,2663,71.0
FAMILY,3.9,1619,100000,Free,0,Everyone,Entertainment,2931,7.0
GAME,4.6,547,10000,Free,0,Everyone,Board,3773,1.3
HEALTH_AND_FITNESS,4.6,205299,5000000,Free,0,Everyone,Health & Fitness,2649,31.0
BUSINESS,3.0,597,100000,Free,0,Everyone,Business,2653,17.0
PHOTOGRAPHY,4.0,2480,100000,Free,0,Everyone,Photography,2633,2.5
GAME,4.2,63056,1000000,Free,0,Teen,Word,2662,8.1
BUSINESS,4.4,25,5000,Free,0,Everyone,Business,2686,12.0
COMMUNICATION,4.0,138,10000,Free,0,Everyone,Communication,4083,2.4
PHOTOGRAPHY,4.6,8,1000,Free,0,Everyone,Photography,3238,9.0
GAME,4.6,9882639,100000000,Free,0,Everyone,Sports,2649,74.0
TOOLS,3.8,120494,10000000,Free,0,Everyone,Tools,2682,2.3
FAMILY,4.4,925,10000,Paid,$1.99,Everyone,Casual,3947,40.0
HEALTH_AND_FITNESS,2.9,4031,500000,Free,0,Everyone,Health & Fitness,2680,8.9
FAMILY,4.4,2558,100000,Free,0,Everyone,Entertainment,2830,61.0
MEDICAL,4.6,87,500,Paid,$5.99,Everyone,Medical,3098,2.8
NEWS_AND_MAGAZINES,3.8,881,100000,Free,0,Everyone,News & Magazines,4287,2.3
FAMILY,3.5,33178,1000000,Free,0,Everyone,Casual,3909,3.1
SOCIAL,4.4,49173,10000000,Free,0,Everyone,Social,2691,4.0
TOOLS,4.4,95080,10000000,Free,0,Everyone,Tools,2631,3.1
SPORTS,2.4,551,100000,Free,0,Everyone,Sports,4235,0.8818359375
GAME,4.0,267,10000,Paid,$1.99,Everyone,Action,3163,40.0
FAMILY,3.7,150,5000,Free,0,Everyone,Education,2684,11.0
FAMILY,4.1,205,50000,Free,0,Everyone,Education,2878,7.3
TOOLS,4.5,5180480,100000000,Free,0,Everyone,Tools,2633,26.0
TOOLS,4.4,26,500,Free,0,Everyone,Tools,2699,3.8
MEDICAL,1.0,2,100,Free,0,Everyone,Medical,2663,33.0
GAME,3.9,20,10000,Free,0,Everyone,Card,2705,4.8
BUSINESS,2.0,9,1000,Free,0,Everyone,Business,3051,3.4
MEDICAL,4.8,53743,1000000,Free,0,Everyone,Medical,2638,13.0
FAMILY,4.3,45579,1000000,Free,0,Everyone,Arcade;Action & Adventure,3472,64.0
TOOLS,4.1,543,10000,Free,0,Everyone,Tools,2690,26.0
MEDICAL,4.2,168,10000,Paid,$24.99,Everyone,Medical,2988,25.0
GAME,4.7,21,100,Free,0,Everyone,Arcade,3030,9.0
GAME,4.2,162,10000,Free,0,Everyone,Arcade,2701,37.0
TOOLS,4.1,19,1000,Free,0,Everyone,Tools,4356,0.3095703125
LIFESTYLE,5.0,32,1000,Free,0,Everyone,Lifestyle,2846,7.9
TRAVEL_AND_LOCAL,2.2,83,50000,Free,0,Everyone,Travel & Local,2660,6.7
FAMILY,3.5,1380,500000,Free,0,Everyone,Entertainment,2647,6.9
PRODUCTIVITY,4.2,80581,10000000,Free,0,Everyone,Productivity,3287,2.5
FAMILY,4.6,5546,100000,Free,0,Everyone,Simulation,2680,85.0
GAME,3.3,152102,10000000,Free,0,Teen,Trivia,2665,18.0
TOOLS,3.9,132,50000,Free,0,Everyone,Tools,3074,2.6
SPORTS,4.1,820577,10000000,Free,0,Everyone,Sports,3186,30.0
GAME,4.6,4304,100000,Free,0,Everyone,Music,2675,71.0
PHOTOGRAPHY,4.4,1075016,100000000,Free,0,Mature 17+,Photography,2631,47.0
BOOKS_AND_REFERENCE,4.8,445756,10000000,Free,0,Everyone,Books & Reference,2711,16.0
LIFESTYLE,3.8,6,500,Free,0,Everyone,Lifestyle,3516,3.4
PERSONALIZATION,4.5,90,1000,Paid,$1.99,Everyone,Personalization,2630,37.0
TOOLS,2.8,632,500000,Free,0,Everyone,Tools,3068,8.2
FAMILY,4.3,43090,5000000,Free,0,Everyone,Action;Action & Adventure,2666,95.0
PHOTOGRAPHY,4.2,329160,10000000,Free,0,Everyone,Photography,2697,27.0
GAME,4.2,147791,5000000,Free,0,Teen,Action,2639,38.0
NEWS_AND_MAGAZINES,4.5,44274,1000000,Free,0,Everyone,News & Magazines,2628,8.0
PERSONALIZATION,4.7,98,10000,Free,0,Everyone,Personalization,2707,3.4
COMMUNICATION,4.2,88427,5000000,Free,0,Everyone,Communication,2840,5.1
SHOPPING,4.3,909226,100000000,Free,0,Teen,Shopping,2634,42.0
PERSONALIZATION,4.6,5,500,Free,0,Mature 17+,Personalization,2804,8.8
FINANCE,4.5,625,10000,Free,0,Everyone,Finance,2757,3.8
LIFESTYLE,5.0,2,100,Free,0,Everyone,Lifestyle,3197,8.8
AUTO_AND_VEHICLES,3.5,12,5000,Free,0,Everyone,Auto & Vehicles,2697,19.0
PHOTOGRAPHY,3.3,1307,500000,Free,0,Everyone,Photography,3156,6.6
ART_AND_DESIGN,4.1,223,100000,Free,0,Everyone,Art & Design,2977,4.2
FAMILY,3.0,1,100,Free,0,Teen,Entertainment,2644,5.8
HEALTH_AND_FITNESS,4.1,2681,500000,Free,0,Everyone,Health & Fitness,2805,6.5
FAMILY,4.8,306,5000,Free,0,Everyone,Education,3057,3.3
PRODUCTIVITY,4.7,10,1000,Free,0,Everyone,Productivity,3157,7.1
PERSONALIZATION,4.1,112977,10000000,Free,0,Everyone,Personalization,2704,13.0
TOOLS,4.1,27,1000,Free,0,Everyone,Tools,3458,2.5
TRAVEL_AND_LOCAL,4.2,238,10000,Paid,$5.99,Everyone,Travel & Local,2673,67.0
FAMILY,4.4,6367,1000000,Free,0,Everyone,Simulation,3016,96.0
COMICS,4.7,57106,1000000,Free,0,Teen,Comics,2642,27.0
SOCIAL,4.2,79129,5000000,Free,0,Teen,Social,2632,23.0
PHOTOGRAPHY,4.5,41331,5000000,Free,0,Everyone,Photography,2634,5.0
MAPS_AND_NAVIGATION,3.5,8,1000,Free,0,Everyone,Maps & Navigation,2998,32.0
SPORTS,4.5,32386,1000000,Free,0,Everyone,Sports,2633,19.0
AUTO_AND_VEHICLES,3.8,284,100000,Free,0,Everyone,Auto & Vehicles,2639,57.0
PERSONALIZATION,4.7,114851,10000000,Free,0,Everyone,Personalization,2645,20.0
TOOLS,4.4,166363,5000000,Free,0,Everyone,Tools,2701,1.8
NEWS_AND_MAGAZINES,2.2,23,1000,Free,0,Everyone,News & Magazines,2689,33.0
SPORTS,3.5,1151,10000,Free,0,Everyone,Sports,2642,8.3
PHOTOGRAPHY,4.5,267378,10000000,Free,0,Everyone,Photography,3750,1.9
BOOKS_AND_REFERENCE,4.6,244,100000,Free,0,Everyone,Books & Reference,3464,4.1
FINANCE,4.2,283,100000,Free,0,Everyone,Finance,2730,5.0
FAMILY,4.4,8,5000,Free,0,Everyone,Education,2690,3.3
PRODUCTIVITY,4.2,43,1000,Free,0,Everyone,Productivity,3782,0.033203125
FAMILY,4.7,23,1000,Free,0,Everyone,Education,2971,4.3
LIFESTYLE,4.6,32433,1000000,Free,0,Everyone,Lifestyle,2669,46.0
FINANCE,4.5,100997,5000000,Free,0,Everyone,Finance,2638,33.0
FAMILY,3.9,337,10000,Free,0,Everyone,Education,2715,22.0
