Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type
38.06,Female,69.3,1.92,169.89,149.62,72.74,1.31,1414.8,Strength
36.86,Female,87.06,1.69,183.02,158.39,68.91,1.82,2602.6,HIIT
36.35,Male,89.89,1.65,168.81,157.98,70.87,1.38,993.6,Yoga
41.92,Female,73.23,1.63,187.87,135.88,67.88,0.52,343.51,Yoga
43.64,Male,47.37,1.76,188.61,124.33,52.02,0.88,872.78,Strength
40.25,Female,59.53,1.88,182.96,141.04,61.15,1.22,1316.5,Strength
44.02,Female,48.41,1.76,189.32,124.29,51.93,0.9,891.0,Strength
55.17,Male,76.02,1.72,196.19,157.87,65.21,1.07,706.2,Yoga
19.18,Male,98.58,1.7,196.89,161.94,73.99,0.83,1002.47,HIIT
54.82,Male,130.55,1.73,186.81,155.23,59.98,0.69,454.99,Yoga
35.48,Female,102.22,1.94,182.89,157.85,64.18,0.84,737.86,Cardio
56.1,Female,107.95,1.72,184.72,125.94,50.32,1.1,1453.21,HIIT
35.67,Male,78.47,1.64,195.86,163.91,70.09,1.27,1219.2,Cardio
53.0,Male,73.5,1.76,168.92,150.93,69.73,1.09,785.45,Yoga
53.16,Male,68.18,1.97,194.17,138.97,68.98,1.29,1393.2,Strength
29.07,Male,88.04,1.89,199.36,136.79,54.05,1.75,1366.05,Yoga
47.77,Female,62.37,1.58,191.76,124.23,69.13,1.97,2303.13,Strength
53.76,Female,67.88,1.68,191.29,163.74,63.14,0.54,534.11,Strength
52.54,Male,104.74,1.84,175.68,130.41,62.09,0.69,454.57,Yoga
18.21,Female,125.4,1.67,172.15,153.0,60.11,1.44,1382.4,Cardio
20.1,Female,117.81,1.8,195.52,161.26,53.85,1.35,972.0,Yoga
47.27,Male,61.75,1.76,161.78,152.87,53.87,1.54,1200.28,Yoga
30.75,Female,76.53,1.61,173.72,127.1,73.89,1.39,1002.47,Yoga
42.5,Male,59.28,1.74,195.12,140.58,52.25,1.78,2547.36,HIIT
43.72,Female,89.95,1.99,191.85,134.63,58.02,1.4,1851.08,HIIT
58.76,Male,122.48,1.89,177.84,153.61,50.94,0.66,580.8,Cardio
55.04,Female,49.45,1.76,194.11,161.22,73.24,1.29,848.3,Yoga
57.39,Male,112.45,1.61,195.02,165.14,60.98,1.24,1339.2,Strength
55.98,Female,68.91,1.68,195.06,137.69,57.75,0.65,570.96,Cardio
52.36,Male,59.48,1.71,169.21,151.19,58.21,1.22,805.2,Yoga
53.87,Male,86.59,1.95,194.91,139.76,63.73,1.18,1036.51,Cardio
41.16,Male,55.29,1.55,174.92,168.43,65.1,1.45,1389.68,Cardio
52.05,Female,59.8,1.68,181.98,124.31,63.83,1.59,2270.2,HIIT
54.01,Female,117.52,1.62,171.71,143.26,55.91,1.04,999.23,Cardio
18.0,Male,62.51,1.59,189.88,162.02,50.05,1.23,1622.25,HIIT
52.05,Female,117.02,1.69,197.59,148.11,50.91,0.53,640.13,HIIT
23.41,Female,41.96,1.58,163.03,131.8,66.81,0.56,491.46,Cardio
23.26,Male,108.89,1.92,197.04,133.79,50.06,0.89,588.47,Yoga
47.9,Female,69.18,1.6,191.29,165.75,52.93,1.35,1459.22,Strength
42.27,Male,73.04,1.63,187.94,135.98,67.86,0.52,342.58,Yoga
34.06,Female,74.15,1.57,178.03,158.15,51.94,1.47,1294.78,Cardio
58.98,Male,60.51,1.76,194.13,119.73,52.82,1.72,2012.4,Strength
19.89,Male,117.89,1.81,196.23,161.55,54.04,1.34,1445.99,Strength
42.73,Male,64.7,1.66,191.04,131.73,68.71,1.88,2684.26,HIIT
50.86,Male,116.03,1.67,189.05,138.92,54.98,1.38,994.43,Yoga
18.0,Female,64.18,1.53,169.55,141.33,53.88,1.98,2060.78,Cardio
51.02,Male,102.63,1.77,192.73,130.49,59.25,1.21,1066.74,Cardio
22.67,Male,77.81,1.73,192.07,156.15,55.77,1.48,1595.74,Strength
45.06,Female,64.39,1.54,199.08,132.74,57.78,1.67,1735.46,Cardio
18.0,Male,70.06,1.61,173.17,167.81,70.92,1.31,1150.7,Cardio
33.79,Male,87.83,1.64,196.56,147.05,69.91,1.89,1471.93,Yoga
22.35,Male,71.79,1.93,161.97,139.01,52.98,1.41,1354.73,Cardio
56.53,Female,55.34,1.99,169.66,126.15,70.08,1.13,1495.33,HIIT
19.0,Female,59.57,1.57,184.22,161.93,49.96,1.65,1287.0,Yoga
22.76,Male,80.26,1.8,178.24,126.0,58.83,1.55,1612.0,Cardio
53.25,Male,61.29,1.63,170.09,124.06,73.88,0.54,356.4,Yoga
18.32,Female,93.04,1.74,194.91,167.61,49.95,1.4,921.48,Yoga
54.29,Female,78.74,1.9,174.06,145.8,71.91,0.81,801.17,Strength
22.99,Male,43.67,1.61,196.01,121.46,58.13,0.59,584.63,Strength
27.95,Female,102.12,1.84,168.95,135.96,64.18,1.08,1305.61,HIIT
37.64,Male,71.37,1.77,197.33,142.08,72.05,1.12,741.22,Yoga
58.91,Female,123.83,1.88,176.81,161.51,67.01,1.31,1414.8,Strength
48.62,Male,49.86,1.54,179.09,152.75,62.95,1.28,922.37,Yoga
56.36,Female,85.12,1.63,184.53,141.42,52.08,1.01,1330.98,HIIT
42.75,Female,82.78,1.95,180.85,159.67,70.23,1.89,2702.7,HIIT
46.8,Male,98.66,1.89,198.98,148.49,64.13,0.75,743.85,Strength
57.63,Female,82.11,1.87,171.16,143.13,55.32,1.57,2245.1,HIIT
25.69,Female,65.4,1.77,159.92,140.68,57.86,0.89,880.3,Strength
49.93,Female,57.94,1.79,164.12,130.92,56.07,1.61,1674.4,Cardio
49.91,Male,64.87,1.79,163.19,129.87,61.05,1.17,842.4,Yoga
45.91,Female,94.74,1.82,163.87,120.56,69.07,1.47,1940.4,HIIT
34.93,Female,85.63,1.85,184.87,134.74,55.1,1.78,2081.0,Strength
45.69,Male,66.91,1.73,163.33,142.01,55.81,1.1,1328.58,HIIT
53.45,Female,82.42,1.61,195.95,123.19,60.11,1.87,1459.72,Yoga
50.08,Male,80.66,1.77,175.02,128.55,58.94,1.84,2147.83,Strength
32.13,Female,126.46,1.83,197.53,146.27,61.93,1.1,1056.88,Cardio
56.1,Female,69.57,1.68,195.22,137.89,58.03,0.66,800.78,HIIT
29.04,Female,81.24,1.99,162.27,126.16,54.07,1.45,957.0,Yoga
38.46,Male,45.44,1.68,193.2,143.77,58.11,1.01,1089.89,Strength
25.5,Male,127.67,1.73,166.81,159.85,62.0,1.31,863.03,Yoga
42.02,Male,46.05,1.76,184.19,139.28,62.89,0.6,726.66,HIIT
33.11,Male,64.69,1.71,171.95,135.57,74.25,1.18,1272.28,Strength
52.71,Female,52.07,1.57,170.83,148.77,71.03,1.34,1285.33,Cardio
22.16,Female,61.92,1.84,160.71,139.82,64.93,0.5,440.0,Cardio
24.98,Female,62.26,1.64,173.72,141.81,60.96,1.2,1190.16,Strength
24.14,Male,59.48,1.5,199.09,132.36,60.22,1.25,903.0,Yoga
53.05,Male,84.82,1.76,165.03,137.26,69.32,1.68,2398.7,HIIT
23.02,Female,57.14,1.71,178.7,148.84,58.14,1.14,820.12,Yoga
58.15,Male,75.66,1.78,160.91,140.11,62.82,1.06,1400.37,HIIT
56.53,Male,129.7,1.95,160.11,129.07,66.1,0.99,652.81,Yoga
39.02,Female,61.11,1.64,195.32,126.93,54.14,0.97,640.2,Yoga
20.77,Female,71.91,1.68,161.8,126.93,70.18,1.19,1570.8,HIIT
47.69,Male,129.16,1.61,193.23,166.71,61.97,1.06,1019.3,Cardio
42.87,Female,53.65,1.72,173.34,160.83,70.83,1.03,1113.33,Strength
45.11,Female,71.27,1.68,172.1,144.14,62.84,1.37,1356.3,Strength
21.03,Male,86.74,1.86,162.89,128.84,58.01,1.37,1314.1,Cardio
57.74,Female,58.16,1.66,172.02,161.03,59.99,1.21,1462.77,HIIT
32.98,Female,117.3,1.61,165.96,129.59,54.94,1.04,1373.94,HIIT
31.97,Male,106.1,1.67,183.61,142.97,72.05,0.56,555.41,Strength
46.86,Male,49.88,1.69,178.31,146.97,63.96,1.49,1606.52,Strength
43.7,Male,88.63,1.99,192.17,135.25,58.16,1.4,1344.0,Cardio
35.57,Male,101.05,1.63,161.0,162.55,59.02,1.1,1087.02,Strength
49.05,Male,82.06,1.84,192.14,145.77,71.31,1.29,1701.38,HIIT
46.21,Male,61.87,1.71,180.61,152.86,60.81,1.67,1953.9,Strength
51.93,Female,66.24,1.75,190.85,138.14,69.81,1.48,1951.97,HIIT
48.96,Female,44.25,1.65,189.03,133.1,73.98,1.16,1251.76,Strength
20.46,Female,72.75,1.68,161.8,127.14,69.93,1.19,1285.2,Strength
58.91,Female,76.4,1.77,166.97,127.87,52.95,1.46,1440.14,Strength
33.28,Female,68.48,1.75,176.93,149.99,71.0,0.85,561.0,Yoga
36.91,Male,124.4,1.76,168.37,157.99,50.04,1.49,986.98,Yoga
58.22,Male,63.47,1.78,175.72,153.92,73.28,1.58,1850.02,Strength
49.32,Male,69.53,1.67,185.67,165.83,49.72,0.92,607.2,Yoga
18.01,Female,117.9,1.64,187.86,134.16,67.0,0.93,818.4,Cardio
58.71,Male,53.23,1.57,163.99,168.99,64.14,0.58,510.4,Cardio
53.79,Female,49.91,1.61,187.83,156.72,66.68,1.48,1302.4,Cardio
19.1,Female,60.25,1.59,183.94,128.1,53.18,1.16,766.3,Yoga
33.55,Male,64.84,1.71,171.6,135.37,74.22,1.19,1569.49,HIIT
25.16,Female,88.38,1.95,181.71,131.35,68.34,1.41,1704.55,HIIT
41.24,Male,65.18,1.71,164.07,131.02,54.47,1.19,1570.8,HIIT
37.15,Female,76.68,1.77,179.57,127.56,56.95,1.36,1470.02,Strength
53.92,Male,55.06,1.76,159.81,136.61,56.15,1.27,915.92,Yoga
22.17,Female,85.88,1.9,185.89,128.11,58.13,1.92,1499.9,Yoga
38.29,Female,58.54,1.56,185.06,131.87,54.11,1.64,1279.2,Yoga
22.0,Female,71.22,1.93,162.25,138.76,53.23,1.42,1364.34,Cardio
41.61,Female,63.46,1.98,173.3,125.65,60.73,1.43,1371.66,Cardio
25.09,Male,65.5,1.77,160.2,140.58,57.97,0.91,1100.1,HIIT
33.79,Female,74.99,1.94,180.8,140.83,72.11,1.19,1285.2,Strength
37.02,Female,102.95,1.89,175.06,167.69,57.05,0.55,362.67,Yoga
30.63,Female,77.19,1.71,190.01,136.92,51.91,1.27,914.4,Yoga
42.28,Male,64.96,1.65,160.88,165.89,66.99,1.09,1443.6,HIIT
53.46,Female,84.74,1.76,164.89,137.19,68.93,1.67,2391.77,HIIT
35.52,Female,121.96,1.93,194.98,132.3,54.11,1.49,1965.16,HIIT
59.11,Female,86.96,1.77,193.95,123.11,60.02,1.12,1077.89,Cardio
27.92,Female,52.36,1.62,168.13,164.29,69.86,1.3,1404.0,Strength
43.56,Female,76.76,1.92,192.29,161.02,50.03,1.24,1500.4,HIIT
43.84,Female,89.88,1.99,192.07,135.22,58.02,1.39,1000.8,Yoga
51.9,Female,59.86,1.68,181.87,125.08,63.94,1.59,1240.2,Yoga
35.76,Female,110.83,1.77,191.05,155.64,73.66,1.19,784.69,Yoga
41.84,Male,77.24,1.97,165.07,157.18,64.95,1.14,1232.23,Strength
39.72,Female,79.56,1.76,168.02,167.38,73.88,1.63,1696.5,Cardio
41.9,Male,50.41,1.75,163.14,162.19,51.26,1.29,928.03,Yoga
42.87,Female,48.43,1.61,189.84,126.96,68.98,1.29,1275.94,Strength
39.12,Female,127.7,1.82,180.0,161.08,70.02,1.26,1664.59,HIIT
22.17,Male,58.8,1.72,172.31,127.8,63.06,0.99,950.4,Cardio
32.84,Male,53.32,1.66,190.74,129.28,71.99,1.26,833.87,Yoga
47.08,Male,86.98,1.99,181.99,152.62,69.94,1.96,1528.8,Yoga
28.29,Male,55.87,1.79,191.83,159.24,67.02,1.99,2330.09,Strength
50.97,Male,58.73,1.65,198.03,152.71,53.02,1.22,1609.06,HIIT
25.04,Female,63.9,1.71,179.09,167.25,61.01,1.1,1088.01,Strength
34.07,Female,73.78,1.57,177.7,157.72,51.99,1.48,1469.2,Strength
55.01,Male,76.23,1.73,195.82,158.09,64.8,1.07,705.56,Yoga
54.39,Female,128.91,1.68,177.86,165.18,52.03,1.14,1504.8,HIIT
35.75,Male,121.53,1.93,194.89,132.06,54.14,1.48,1951.97,HIIT
40.6,Female,43.67,1.77,181.89,165.31,58.02,1.19,1177.03,Strength
45.91,Male,88.61,1.63,166.28,146.0,66.07,0.75,743.85,Strength
53.97,Male,75.8,1.72,194.38,153.99,59.95,0.98,862.4,Cardio
29.19,Female,68.92,1.72,171.32,168.06,61.95,1.09,1441.2,HIIT
42.98,Male,61.42,1.58,164.79,149.08,50.06,1.87,2189.58,Strength
23.18,Female,70.92,1.71,164.06,169.25,74.02,1.26,1250.8,Strength
30.12,Male,90.97,1.99,170.52,151.9,60.12,1.36,1470.02,Strength
39.97,Male,72.64,1.6,172.95,130.33,67.09,0.88,871.2,Strength
26.14,Male,125.07,1.76,175.84,163.21,66.23,1.15,828.0,Yoga
56.04,Female,40.72,1.8,196.16,165.23,72.14,1.23,885.6,Yoga
19.81,Male,51.66,1.58,187.9,169.13,64.04,0.5,330.3,Yoga
54.12,Male,70.26,1.57,198.18,162.81,65.05,1.14,753.08,Yoga
56.15,Female,55.41,1.53,190.02,123.23,66.04,1.9,2224.71,Strength
22.9,Female,47.38,1.6,196.19,154.47,49.96,0.76,920.44,HIIT
56.03,Female,129.56,1.95,159.87,129.06,65.98,1.01,999.9,Strength
40.98,Male,77.17,1.79,172.08,132.0,55.95,1.39,1499.95,Strength
45.05,Female,71.01,1.68,171.77,144.13,63.03,1.37,1207.79,Cardio
23.13,Female,114.71,1.6,181.93,163.24,59.92,1.47,1410.02,Cardio
37.94,Female,76.49,1.58,199.03,129.91,52.75,0.74,650.02,Cardio
32.81,Male,106.44,1.6,182.93,151.87,73.96,1.39,1003.3,Yoga
46.71,Male,61.66,1.54,189.79,131.06,61.15,1.95,2031.12,Cardio
49.27,Female,44.54,1.65,189.32,133.0,73.91,1.15,1103.08,Cardio
28.2,Male,122.29,1.94,185.06,126.68,52.06,1.04,999.23,Cardio
35.21,Female,101.1,1.76,193.16,121.05,63.88,0.84,833.11,Strength
41.95,Female,53.67,1.72,183.01,142.44,74.2,1.37,905.02,Yoga
46.26,Female,55.41,1.72,164.09,136.76,65.98,1.43,1887.6,HIIT
28.51,Male,120.45,1.78,197.0,167.85,64.98,0.77,678.22,Cardio
39.96,Female,57.15,1.71,167.69,142.8,60.83,1.87,2187.9,Strength
21.33,Male,49.97,1.52,170.83,154.1,66.88,1.09,1078.12,Strength
26.09,Female,73.33,1.66,176.94,124.63,71.88,0.92,606.65,Yoga
55.83,Male,52.86,1.64,168.9,154.94,52.97,1.11,1465.2,HIIT
58.01,Female,103.6,1.66,172.2,168.16,61.31,1.32,1305.61,Strength
42.83,Female,83.45,1.95,181.03,160.32,69.99,1.89,1474.2,Yoga
42.9,Male,61.27,1.58,165.06,148.34,49.9,1.85,1443.0,Yoga
24.02,Female,58.11,1.76,188.47,129.8,72.61,0.61,736.76,HIIT
23.09,Female,107.57,1.93,167.18,138.91,54.99,1.16,1251.76,Strength
50.15,Male,66.44,1.57,191.92,131.79,72.9,1.25,1513.88,HIIT
41.31,Male,72.36,1.69,177.14,147.62,61.15,1.08,1426.79,HIIT
42.76,Male,102.11,1.72,190.4,146.63,58.06,0.81,712.8,Cardio
23.26,Female,41.01,1.75,166.89,144.84,61.08,0.82,990.4,HIIT
42.25,Male,63.16,1.77,182.94,133.98,59.16,1.32,1423.22,Strength
55.17,Female,75.45,1.71,172.68,129.55,56.8,1.04,999.23,Cardio
21.94,Male,72.05,1.62,182.97,123.04,58.91,1.37,1660.71,HIIT
33.03,Female,78.39,1.68,183.01,134.73,54.91,1.3,936.0,Yoga
48.82,Male,70.29,1.89,193.92,127.77,50.88,0.7,462.42,Yoga
42.98,Male,96.45,1.85,185.79,156.74,63.91,1.28,844.03,Yoga
23.37,Female,87.08,1.91,164.2,129.1,57.87,1.87,2187.9,Strength
40.15,Female,63.01,1.53,197.14,142.5,72.97,1.93,1503.08,Yoga
45.83,Male,104.31,1.77,194.11,148.14,54.01,1.18,1037.46,Cardio
22.25,Female,97.86,1.88,193.91,134.98,71.1,0.52,342.26,Yoga
36.12,Male,59.65,1.72,160.92,127.7,50.87,1.63,1907.1,Strength
51.91,Male,68.52,1.63,178.76,147.48,67.31,1.18,1038.4,Cardio
46.21,Female,45.07,1.76,185.09,162.73,58.16,1.48,1064.71,Yoga
40.88,Female,78.98,1.72,171.85,131.59,62.11,1.0,958.4,Cardio
42.07,Female,63.28,1.98,173.34,125.81,60.83,1.43,1886.03,HIIT
41.81,Male,85.18,1.81,188.77,150.72,65.09,1.54,1601.6,Cardio
44.08,Male,82.59,1.79,166.98,155.04,69.85,1.52,1185.6,Yoga
31.22,Male,86.74,1.76,171.96,151.11,65.75,1.29,1705.64,HIIT
52.12,Male,79.51,1.5,190.24,142.1,54.07,0.75,495.9,Yoga
57.14,Female,64.96,1.56,177.17,143.98,72.95,1.53,2189.58,HIIT
32.27,Female,62.91,1.63,190.23,160.78,58.11,1.67,1302.6,Yoga
56.48,Male,46.37,1.76,165.49,129.86,59.96,1.44,1897.63,HIIT
36.29,Female,121.59,1.93,195.38,132.29,54.09,1.49,1429.21,Cardio
43.96,Female,61.87,1.55,196.0,128.67,66.03,1.42,1875.96,HIIT
27.99,Female,86.56,1.76,197.21,120.65,60.07,1.19,1572.11,HIIT
24.96,Female,57.42,1.58,187.9,144.71,51.64,1.35,1458.0,Strength
44.05,Male,94.06,1.84,170.09,120.09,67.39,1.27,1218.18,Cardio
38.54,Male,82.96,1.74,164.12,150.76,51.18,1.66,1295.8,Yoga
30.83,Male,64.61,1.7,159.91,143.7,69.97,1.97,2817.1,HIIT
56.19,Female,84.58,1.63,183.91,140.59,52.32,1.01,1090.8,Strength
42.22,Male,45.62,1.6,165.94,162.79,64.05,1.3,1716.0,HIIT
43.27,Female,80.9,1.78,187.94,151.76,64.98,1.57,1630.29,Cardio
26.78,Male,102.5,1.83,199.17,122.63,57.88,1.41,1522.8,Strength
30.82,Female,53.44,1.64,182.89,140.78,69.94,0.57,502.06,Cardio
31.81,Male,57.46,1.57,170.01,167.01,71.64,1.65,1286.01,Yoga
37.07,Male,75.05,1.82,189.36,127.27,60.15,1.22,1174.13,Cardio
38.3,Male,59.09,1.72,196.09,147.89,67.8,1.07,1155.6,Strength
20.86,Male,59.86,1.7,178.67,123.03,51.86,1.97,1534.24,Yoga
50.16,Female,61.55,1.75,191.56,165.92,73.94,1.21,1163.54,Cardio
28.98,Female,125.22,2.0,186.35,152.31,66.81,1.37,986.4,Yoga
48.73,Female,68.59,1.52,177.08,149.7,60.22,1.44,1383.55,Cardio
36.61,Female,48.47,1.67,163.95,132.23,73.97,1.39,1225.42,Cardio
57.97,Male,51.71,1.79,173.15,169.48,52.19,1.12,739.87,Yoga
20.13,Female,119.95,1.73,186.08,153.0,67.07,1.01,1092.62,Strength
31.28,Male,63.39,1.8,165.81,156.46,65.88,0.59,518.26,Cardio
55.59,Male,58.81,1.86,186.9,159.29,64.91,1.09,1045.53,Cardio
20.35,Male,71.25,1.69,166.89,162.91,51.9,1.29,1394.36,Strength
35.62,Male,100.86,1.63,160.92,162.96,59.16,1.1,726.66,Yoga
49.23,Female,46.4,1.74,163.91,155.7,73.16,1.24,1191.39,Cardio
18.82,Male,98.44,1.7,197.02,161.46,73.98,0.83,731.06,Cardio
43.77,Male,72.31,1.66,175.86,151.9,55.02,1.39,1374.85,Strength
24.97,Female,66.98,1.61,183.97,166.14,56.14,1.38,1368.68,Strength
27.33,Male,58.25,1.79,164.0,143.2,72.87,1.4,1695.54,HIIT
23.93,Female,41.25,1.64,167.86,167.99,55.0,0.98,647.39,Yoga
51.8,Female,85.94,1.74,181.74,144.8,56.34,1.83,2136.16,Strength
25.72,Male,87.14,1.95,181.95,131.39,67.92,1.4,1233.12,Cardio
19.86,Female,100.4,1.91,179.44,143.07,57.99,1.36,1471.25,Strength
27.4,Male,89.43,1.64,191.95,162.3,63.81,1.83,2614.89,HIIT
19.55,Male,83.2,1.99,178.81,145.89,59.18,1.7,1324.98,Yoga
31.6,Male,97.33,1.96,189.55,136.96,50.1,1.36,1306.69,Cardio
41.84,Male,86.48,1.81,188.87,151.38,65.01,1.54,1601.6,Cardio
42.05,Female,62.9,1.77,183.27,133.7,59.03,1.33,1755.6,HIIT
58.99,Male,96.74,1.71,182.67,149.38,62.09,0.57,502.06,Cardio
49.78,Female,70.34,1.55,160.26,143.26,57.82,0.73,641.82,Cardio
27.73,Male,69.65,1.58,182.1,134.79,49.78,1.49,1430.4,Cardio
18.14,Male,55.56,1.68,175.98,157.92,71.11,1.27,1676.4,HIIT
45.93,Female,47.97,1.72,170.59,147.09,57.12,1.41,1240.8,Cardio
39.39,Female,61.11,1.65,162.01,167.19,63.06,0.93,612.13,Yoga
28.82,Male,76.05,1.8,174.81,148.9,56.88,1.3,935.22,Yoga
39.29,Male,50.58,1.61,166.67,127.58,50.15,1.18,1427.8,HIIT
50.0,Female,52.53,1.5,181.97,140.81,58.09,1.32,869.62,Yoga
52.68,Female,73.15,1.76,168.63,151.31,69.97,1.08,1164.46,Strength
34.91,Female,127.72,1.62,187.11,127.99,68.9,1.03,1359.6,HIIT
46.0,Female,56.32,1.6,184.97,142.84,65.05,0.89,588.47,Yoga
34.05,Male,64.63,1.78,168.73,144.24,64.09,1.34,1445.99,Strength
42.01,Female,63.72,1.77,182.48,133.78,58.73,1.32,1267.2,Cardio
18.63,Male,48.47,1.52,185.91,135.75,55.96,0.97,1171.57,HIIT
21.16,Male,54.82,1.78,172.45,138.61,71.06,0.54,652.81,HIIT
30.99,Male,70.24,1.98,198.81,128.94,60.96,0.71,859.88,HIIT
52.1,Male,64.22,1.51,164.37,164.69,68.27,1.83,2137.81,Strength
41.0,Male,94.49,2.0,179.43,135.52,68.92,1.19,1438.59,HIIT
32.97,Male,56.55,1.54,164.73,155.58,63.05,1.08,1070.17,Strength
37.93,Male,61.64,1.54,182.97,131.03,68.43,1.47,1587.6,Strength
30.95,Female,63.44,1.64,184.02,124.98,50.72,1.54,2200.51,HIIT
56.05,Female,108.46,1.73,185.17,126.04,50.08,1.09,784.15,Yoga
59.46,Female,65.61,1.52,160.74,161.78,60.95,1.39,1334.4,Cardio
34.71,Male,101.46,1.76,192.49,120.78,64.17,0.84,831.6,Strength
32.98,Female,55.56,1.61,160.87,147.09,54.01,1.77,1380.6,Yoga
58.93,Female,88.19,1.76,186.95,167.31,74.11,1.36,979.2,Yoga
49.11,Female,78.32,1.73,181.98,151.22,63.87,1.38,909.14,Yoga
33.87,Male,64.23,1.78,168.86,144.12,63.78,1.33,1277.86,Cardio
37.17,Male,88.49,1.95,189.02,135.11,65.75,1.59,1241.15,Yoga
54.08,Male,67.36,1.68,191.24,164.19,62.83,0.55,664.29,HIIT
39.8,Male,62.62,1.53,197.16,142.47,72.73,1.92,2749.82,HIIT
24.96,Male,50.13,1.98,164.9,122.11,68.05,1.16,1532.48,HIIT
41.99,Male,85.68,1.77,172.34,126.63,55.15,1.76,2520.67,HIIT
28.47,Female,85.93,1.65,183.28,127.93,71.31,1.65,2355.87,HIIT
19.98,Male,75.19,1.75,183.76,121.05,73.0,1.33,957.6,Yoga
58.1,Female,74.61,1.68,175.34,161.86,53.17,1.28,1385.86,Strength
20.82,Male,59.87,1.7,179.1,123.19,52.17,1.96,2807.11,HIIT
45.96,Male,88.75,1.63,166.07,146.43,65.76,0.76,751.72,Strength
29.97,Male,60.89,1.55,171.77,120.04,52.13,1.31,1726.32,HIIT
54.01,Female,83.77,1.86,168.19,141.9,55.99,1.54,1200.28,Yoga
48.91,Female,70.15,1.67,186.21,166.17,50.21,0.94,930.6,Strength
40.97,Male,54.92,1.55,174.73,169.19,65.09,1.45,1392.0,Cardio
49.58,Female,45.75,1.67,162.77,157.73,61.99,1.37,1314.1,Cardio
45.46,Female,72.65,1.87,188.22,160.89,63.97,1.31,943.2,Yoga
23.88,Female,87.94,1.74,187.09,158.53,66.99,1.56,2232.52,HIIT
40.09,Female,94.43,1.62,172.43,139.09,50.1,1.13,812.92,Yoga
41.12,Female,64.27,1.57,166.19,122.95,52.96,1.05,1133.06,Strength
52.05,Male,62.08,1.7,160.19,151.93,63.07,1.8,1404.0,Yoga
20.02,Female,85.92,1.92,171.93,135.99,58.02,1.72,1341.6,Yoga
43.07,Male,73.58,1.8,162.26,166.27,49.81,0.8,527.52,Yoga
28.71,Female,82.05,1.99,162.13,126.82,54.0,1.45,1754.5,HIIT
34.81,Female,85.51,1.85,185.25,135.38,54.76,1.79,1858.74,Cardio
52.0,Male,61.44,1.69,160.32,152.11,63.03,1.8,1404.0,Yoga
18.0,Female,126.09,1.67,171.95,152.82,60.2,1.47,1940.4,HIIT
45.7,Male,60.07,1.68,164.9,146.72,62.18,1.15,1103.08,Cardio
30.06,Male,76.92,1.77,166.06,129.65,62.08,1.41,1862.75,HIIT
43.03,Female,82.58,1.85,187.05,141.51,49.96,1.22,1314.31,Strength
41.97,Female,63.11,1.71,173.07,168.98,62.02,1.42,1531.04,Strength
34.89,Female,127.1,1.62,186.98,128.29,68.9,1.01,727.2,Yoga
43.06,Male,42.63,1.66,172.63,133.99,53.07,0.73,884.1,HIIT
59.67,Female,122.12,1.88,178.34,153.24,51.01,0.65,427.83,Yoga
53.09,Female,68.55,1.97,194.36,139.26,69.07,1.3,934.44,Yoga
45.57,Female,45.55,1.77,184.83,161.38,58.02,1.47,1940.4,HIIT
57.26,Male,82.91,1.69,188.03,155.04,62.77,1.14,1097.14,Cardio
56.94,Male,75.65,1.67,185.75,153.35,65.05,1.05,756.0,Yoga
36.6,Female,74.15,1.69,173.83,131.01,65.63,0.55,363.0,Yoga
28.3,Female,78.82,1.63,184.54,153.8,59.22,1.11,1199.8,Strength
45.98,Female,44.3,1.77,185.15,162.3,57.95,1.48,1067.38,Yoga
29.81,Male,62.1,1.52,177.88,138.04,71.0,1.79,1864.46,Cardio
36.92,Female,74.01,1.74,187.98,140.95,65.13,1.04,1000.9,Cardio
34.24,Female,92.13,1.76,175.32,142.97,73.26,0.73,481.8,Yoga
20.84,Female,61.1,1.57,191.28,151.93,64.07,1.94,1512.04,Yoga
20.6,Male,88.9,1.6,197.95,121.07,66.95,1.7,1329.06,Yoga
49.32,Female,85.15,1.68,196.96,163.32,74.07,1.83,2622.94,HIIT
51.82,Female,79.82,1.51,190.1,142.1,54.0,0.75,495.0,Yoga
42.16,Female,59.89,1.74,194.99,141.16,51.81,1.78,1386.26,Yoga
42.86,Female,40.09,1.74,187.16,143.17,50.94,1.51,1449.6,Cardio
21.97,Female,61.72,1.84,160.93,140.4,64.84,0.51,506.28,Strength
20.05,Female,93.05,1.94,175.53,131.0,71.05,1.14,820.8,Yoga
47.04,Female,87.61,1.6,185.88,126.18,59.92,1.87,1944.8,Cardio
44.63,Female,78.16,1.96,165.77,166.94,61.79,1.29,1278.26,Strength
40.34,Male,58.16,1.56,173.69,136.01,63.14,0.6,529.44,Cardio
46.9,Male,46.19,1.93,165.81,158.68,65.23,1.28,1380.1,Strength
28.97,Female,88.59,1.89,199.16,137.14,53.87,1.75,1369.2,Yoga
21.14,Male,59.83,1.7,178.99,122.51,51.8,1.96,2039.97,Cardio
37.09,Male,123.9,1.76,167.8,158.01,50.09,1.52,1839.2,HIIT
44.46,Male,69.73,1.75,192.09,154.79,69.12,1.02,1010.72,Strength
49.89,Male,64.81,1.79,163.06,129.98,60.95,1.18,1276.52,Strength
