Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
ENTERTAINMENT,3.5,10939,10000000,Free,0.0,Everyone,Entertainment,3459,4.6
FAMILY,3.6,215,50000,Free,0.0,Everyone,Puzzle,5296,2.6
PHOTOGRAPHY,4.3,4871,1000000,Free,0.0,Everyone,Photography,2769,30.0
GAME,4.3,90415,10000000,Free,0.0,Everyone,Arcade,2642,84.0
SHOPPING,4.2,9975,1000000,Free,0.0,Everyone,Shopping,2825,18.0
MEDICAL,4.7,26862,500000,Free,0.0,Everyone,Medical,2671,30.0
BUSINESS,4.3,23175,1000000,Free,0.0,Everyone,Business,2653,41.0
SPORTS,2.7,17,1000,Free,0.0,Everyone,Sports,2857,14.0
PRODUCTIVITY,4.6,5378795,100000000,Free,0.0,Everyone,Productivity,2632,16.0
BEAUTY,3.1,40,10000,Free,0.0,Everyone,Beauty,2746,13.0
SOCIAL,3.2,6,100,Free,0.0,Everyone,Social,3978,0.447265625
EVENTS,3.8,59,5000,Free,0.0,Everyone,Events,2746,1.8
MEDICAL,4.6,129,10000,Paid,5.49,Everyone,Medical,2751,2.9
GAME,4.6,2694969,100000000,Free,0.0,Everyone,Action,2635,78.0
HEALTH_AND_FITNESS,4.5,130104,10000000,Free,0.0,Everyone,Health & Fitness,2632,25.0
GAME,4.1,650114,10000000,Free,0.0,Teen,Action,2663,80.0
TOOLS,4.2,13096,500000,Free,0.0,Everyone,Tools,2636,9.2
SPORTS,4.4,38,10000,Free,0.0,Everyone,Sports,2983,2.6
FAMILY,3.9,656,500000,Free,0.0,Everyone 10+,Entertainment,3320,2.9
COMMUNICATION,4.1,26,1000,Free,0.0,Everyone,Communication,2884,4.6
COMMUNICATION,4.8,237468,1000000,Free,0.0,Everyone,Communication,2640,8.8
FAMILY,4.4,412,10000,Paid,2.99,Everyone 10+,Action;Action & Adventure,3396,22.0
TOOLS,4.6,222,10000,Free,0.0,Everyone,Tools,3367,10.0
SOCIAL,3.0,5,1000,Free,0.0,Teen,Social,2801,2.6
COMMUNICATION,4.2,33053,5000000,Free,0.0,Everyone,Communication,2635,22.0
FOOD_AND_DRINK,4.0,196,10000,Free,0.0,Everyone 10+,Food & Drink,3164,9.0
MEDICAL,4.8,3052,100000,Free,0.0,Everyone,Medical,2635,12.0
PRODUCTIVITY,3.2,2728,500000,Free,0.0,Everyone,Productivity,3299,4.4
SHOPPING,4.4,101883,10000000,Free,0.0,Everyone,Shopping,2632,13.0
BOOKS_AND_REFERENCE,4.6,53,5000,Free,0.0,Everyone,Books & Reference,3678,16.0
PRODUCTIVITY,4.2,17415,1000000,Free,0.0,Everyone,Productivity,2661,4.1
FAMILY,3.8,4,100,Paid,2.99,Everyone,Educational,3338,54.0
FAMILY,4.3,12,5000,Free,0.0,Everyone,Education,3175,8.1
PERSONALIZATION,4.6,26,100,Paid,2.49,Everyone,Personalization,2875,8.5
GAME,4.0,26649,5000000,Free,0.0,Teen,Action,2630,66.0
GAME,4.1,364,50000,Free,0.0,Everyone 10+,Action,2704,67.0
SOCIAL,3.4,3640,500000,Free,0.0,Mature 17+,Social,3413,9.1
FAMILY,4.3,23772,5000000,Free,0.0,Everyone,Board;Brain Games,2998,17.0
BOOKS_AND_REFERENCE,4.6,4620,500000,Free,0.0,Everyone,Books & Reference,2885,19.0
SOCIAL,4.5,40467,1000000,Free,0.0,Everyone,Social,2633,22.0
TOOLS,3.4,7816,1000000,Free,0.0,Everyone,Tools,3366,5.1
LIFESTYLE,4.6,10,1000,Free,0.0,Everyone,Lifestyle,2648,8.7
HEALTH_AND_FITNESS,4.0,50,5000,Free,0.0,Everyone,Health & Fitness,2663,15.0
MEDICAL,4.0,91,10000,Free,0.0,Everyone,Medical,5000,0.3271484375
FAMILY,3.9,133117,5000000,Free,0.0,Everyone,Casual;Pretend Play,2654,63.0
GAME,4.9,37302,500000,Free,0.0,Everyone,Card,3084,35.0
PERSONALIZATION,3.5,178,10000,Free,0.0,Everyone,Personalization,3583,1.4
VIDEO_PLAYERS,4.7,70,1000,Free,0.0,Everyone,Video Players & Editors,2659,14.0
ART_AND_DESIGN,4.6,1070,100000,Free,0.0,Everyone,Art & Design,2894,26.0
FAMILY,3.9,137377,5000000,Free,0.0,Everyone,Simulation,3110,30.0
GAME,4.4,12736,1000000,Free,0.0,Teen,Arcade,2860,56.0
FINANCE,4.2,278082,10000000,Free,0.0,Everyone,Finance,2636,70.0
NEWS_AND_MAGAZINES,4.1,40975,1000000,Free,0.0,Everyone 10+,News & Magazines,2633,36.0
GAME,4.3,1489,100000,Free,0.0,Teen,Action,2714,67.0
PRODUCTIVITY,3.4,16,100,Paid,6.49,Everyone,Productivity,4185,0.2861328125
GAME,4.1,1686,100000,Free,0.0,Teen,Casino,3833,4.6
SOCIAL,4.6,225103,5000000,Free,0.0,Everyone,Social,2683,5.3
VIDEO_PLAYERS,4.3,6685,1000000,Free,0.0,Everyone,Video Players & Editors,2633,4.0
PRODUCTIVITY,4.4,1861310,500000000,Free,0.0,Everyone,Productivity,2634,61.0
GAME,3.9,85410,10000000,Free,0.0,Everyone 10+,Racing,2949,39.0
PHOTOGRAPHY,4.0,29707,1000000,Free,0.0,Everyone,Photography,3902,18.0
MEDICAL,4.5,2923,100000,Paid,24.99,Everyone,Medical,2702,25.0
SPORTS,4.7,950,100000,Free,0.0,Everyone,Sports,2649,18.0
FAMILY,3.9,24123,1000000,Free,0.0,Teen,Entertainment,2695,69.0
FAMILY,1.0,2,1000,Free,0.0,Everyone,Education,2639,21.0
EDUCATION,4.7,3528,100000,Paid,3.99,Everyone,Education;Pretend Play,2684,24.0
COMICS,4.5,29839,1000000,Free,0.0,Teen,Comics,2635,29.0
GAME,4.2,7699,500000,Free,0.0,Mature 17+,Action,3151,83.0
DATING,4.2,2506,500000,Free,0.0,Mature 17+,Dating,3046,6.1
COMICS,4.1,1010,50000,Free,0.0,Mature 17+,Comics,2659,11.0
LIFESTYLE,4.3,707,100000,Free,0.0,Everyone,Lifestyle,2718,5.0
FAMILY,3.9,31061,1000000,Free,0.0,Everyone,Health & Fitness;Action & Adventure,2680,83.0
NEWS_AND_MAGAZINES,3.0,2,100,Free,0.0,Everyone,News & Magazines,2648,14.0
FAMILY,3.8,4,100,Free,0.0,Everyone,Education,3077,13.0
FAMILY,4.3,105,1000,Paid,0.99,Teen,Casual,3164,51.0
FINANCE,4.6,1992,50000,Free,0.0,Everyone,Finance,2676,24.0
BUSINESS,4.1,489,100000,Free,0.0,Everyone,Business,2669,20.0
GAME,4.4,93033,5000000,Free,0.0,Teen,Strategy,2631,98.0
FINANCE,4.5,3704,100000,Free,0.0,Everyone,Finance,2768,4.6
DATING,4.4,172460,5000000,Free,0.0,Mature 17+,Dating,2631,3.1
LIFESTYLE,1.9,71,5000,Free,0.0,Everyone,Lifestyle,3084,24.0
GAME,4.3,128367,1000000,Free,0.0,Everyone,Arcade,2912,54.0
BOOKS_AND_REFERENCE,4.5,12322,500000,Free,0.0,Everyone,Books & Reference,3226,27.0
MEDICAL,3.7,236,50000,Free,0.0,Everyone,Medical,2641,18.0
PRODUCTIVITY,4.2,74146,10000000,Free,0.0,Everyone,Productivity,2650,32.0
FINANCE,4.1,58,10000,Free,0.0,Everyone,Finance,3027,3.5
ENTERTAINMENT,4.3,160164,10000000,Free,0.0,Teen,Entertainment,2634,12.0
GAME,4.2,156862,5000000,Free,0.0,Everyone 10+,Action,2635,64.0
DATING,4.7,158,10000,Free,0.0,Mature 17+,Dating,2661,4.5
LIFESTYLE,2.8,3187,100000,Free,0.0,Everyone,Lifestyle,3185,11.0
COMMUNICATION,4.1,29208,1000000,Free,0.0,Everyone,Communication,3306,23.0
LIFESTYLE,4.3,258717,10000000,Free,0.0,Everyone,Lifestyle,2944,9.4
TOOLS,3.3,1988,500000,Free,0.0,Everyone,Tools,2632,7.3
GAME,3.8,2102,100000,Free,0.0,Everyone 10+,Action,3689,40.0
SHOPPING,4.3,908525,100000000,Free,0.0,Teen,Shopping,2635,42.0
MAPS_AND_NAVIGATION,3.9,230,10000,Free,0.0,Everyone,Maps & Navigation,2653,12.0
TOOLS,4.3,11449,500000,Free,0.0,Everyone,Tools,3545,1.7
NEWS_AND_MAGAZINES,4.7,174827,10000000,Free,0.0,Mature 17+,News & Magazines,2631,25.0
HEALTH_AND_FITNESS,4.4,400592,10000000,Free,0.0,Everyone,Health & Fitness,2662,2.9
SPORTS,4.5,152,10000,Free,0.0,Everyone,Sports,2698,36.0
GAME,4.7,155694,1000000,Free,0.0,Teen,Board,2653,92.0
HEALTH_AND_FITNESS,5.0,3,100,Free,0.0,Everyone,Health & Fitness,2930,9.3
FAMILY,4.0,1699,100000,Free,0.0,Everyone,Entertainment;Music & Video,2921,72.0
SPORTS,4.3,14123,500000,Free,0.0,Everyone,Sports,2634,13.0
SPORTS,4.6,315,1000,Paid,2.99,Everyone,Sports,2690,4.3
NEWS_AND_MAGAZINES,3.7,794,100000,Free,0.0,Everyone,News & Magazines,2640,15.0
GAME,3.9,145,10000,Free,0.0,Everyone,Action,2636,79.0
BUSINESS,4.3,327,10000,Free,0.0,Everyone,Business,2671,13.0
PERSONALIZATION,4.6,7583,500000,Free,0.0,Everyone 10+,Personalization,2662,3.8
FAMILY,3.5,352,50000,Free,0.0,Everyone,Entertainment,3008,3.8
SHOPPING,4.5,5123,500000,Free,0.0,Everyone,Shopping,2638,14.0
GAME,3.2,768,100000,Free,0.0,Everyone,Arcade,4517,1.4
LIFESTYLE,4.1,6808,500000,Free,0.0,Teen,Lifestyle,3056,12.0
FAMILY,4.6,5395,500000,Free,0.0,Everyone,Arcade;Action & Adventure,2703,58.0
FAMILY,4.5,19,5000,Free,0.0,Everyone,Education,2663,5.4
VIDEO_PLAYERS,4.1,253207,10000000,Free,0.0,Everyone,Video Players & Editors,2633,13.0
TOOLS,4.1,6267,1000000,Free,0.0,Everyone,Tools,3450,1.7
SOCIAL,4.8,725,10000,Free,0.0,Teen,Social,3292,3.7
FINANCE,4.4,42809,1000000,Free,0.0,Everyone,Finance,2639,23.0
PARENTING,3.1,103,10000,Free,0.0,Everyone,Parenting,2667,28.0
SHOPPING,4.0,13085,1000000,Free,0.0,Teen,Shopping,2900,2.7
PHOTOGRAPHY,3.7,3396,500000,Free,0.0,Everyone,Photography,4706,0.259765625
FAMILY,4.7,36,1000,Free,0.0,Everyone,Entertainment,2776,7.1
FINANCE,4.0,48445,5000000,Free,0.0,Everyone,Finance,2650,10.0
FAMILY,4.5,118285,1000000,Free,0.0,Teen,Simulation,2703,22.0
SHOPPING,4.6,69,5000,Free,0.0,Everyone,Shopping,2681,6.4
GAME,5.0,5,100,Free,0.0,Everyone,Trivia,2629,12.0
FAMILY,3.8,6760,500000,Free,0.0,Everyone,Entertainment,3781,26.0
FAMILY,3.6,608,100000,Free,0.0,Everyone,Entertainment,2710,5.4
GAME,4.2,360630,50000000,Free,0.0,Everyone,Puzzle,2635,40.0
TOOLS,5.0,47,1000,Free,0.0,Everyone,Tools,2747,17.0
FINANCE,4.3,12,1000,Free,0.0,Everyone,Finance,2825,9.0
LIFESTYLE,4.5,234971,1000000,Free,0.0,Everyone,Lifestyle,2641,81.0
GAME,4.4,327599,10000000,Free,0.0,Teen,Action,3003,66.0
SPORTS,4.0,135763,10000000,Free,0.0,Everyone,Sports,2633,13.0
FAMILY,4.8,17,100,Paid,3.99,Mature 17+,Entertainment,3196,23.0
PHOTOGRAPHY,4.3,307453,10000000,Free,0.0,Everyone,Photography,2913,17.0
DATING,3.4,1999,100000,Free,0.0,Mature 17+,Dating,3178,8.0
SHOPPING,4.7,13,500,Free,0.0,Everyone,Shopping,3024,1.3
BUSINESS,3.7,3,10,Paid,2.49,Everyone,Business,4127,11.0
NEWS_AND_MAGAZINES,4.8,46,1000,Free,0.0,Everyone,News & Magazines,3091,46.0
GAME,4.7,154264,10000000,Free,0.0,Everyone,Card,2688,12.0
FAMILY,4.8,36968,1000000,Free,0.0,Everyone,Entertainment,2905,16.0
FAMILY,4.4,551,100000,Free,0.0,Everyone,Simulation,3028,38.0
BOOKS_AND_REFERENCE,4.7,21336,1000000,Free,0.0,Everyone,Books & Reference,2676,23.0
TOOLS,3.2,24,10000,Free,0.0,Everyone,Tools,3476,4.7
LIBRARIES_AND_DEMO,4.1,142,10000,Free,0.0,Everyone,Libraries & Demo,3176,0.431640625
COMMUNICATION,4.4,3648120,100000000,Free,0.0,Teen,Communication,2648,3.3
FAMILY,4.5,354384,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2664,71.0
FAMILY,3.9,1619,100000,Free,0.0,Everyone,Entertainment,2932,7.0
GAME,4.6,547,10000,Free,0.0,Everyone,Board,3774,1.3
HEALTH_AND_FITNESS,4.6,205299,5000000,Free,0.0,Everyone,Health & Fitness,2650,31.0
BUSINESS,3.0,597,100000,Free,0.0,Everyone,Business,2654,17.0
PHOTOGRAPHY,4.0,2480,100000,Free,0.0,Everyone,Photography,2634,2.5
GAME,4.2,63056,1000000,Free,0.0,Teen,Word,2663,8.1
BUSINESS,4.4,25,5000,Free,0.0,Everyone,Business,2687,12.0
COMMUNICATION,4.0,138,10000,Free,0.0,Everyone,Communication,4084,2.4
PHOTOGRAPHY,4.6,8,1000,Free,0.0,Everyone,Photography,3239,9.0
GAME,4.6,9882639,100000000,Free,0.0,Everyone,Sports,2650,74.0
TOOLS,3.8,120494,10000000,Free,0.0,Everyone,Tools,2683,2.3
FAMILY,4.4,925,10000,Paid,1.99,Everyone,Casual,3948,40.0
HEALTH_AND_FITNESS,2.9,4031,500000,Free,0.0,Everyone,Health & Fitness,2681,8.9
FAMILY,4.4,2558,100000,Free,0.0,Everyone,Entertainment,2831,61.0
MEDICAL,4.6,87,500,Paid,5.99,Everyone,Medical,3099,2.8
NEWS_AND_MAGAZINES,3.8,881,100000,Free,0.0,Everyone,News & Magazines,4288,2.3
FAMILY,3.5,33178,1000000,Free,0.0,Everyone,Casual,3910,3.1
SOCIAL,4.4,49173,10000000,Free,0.0,Everyone,Social,2692,4.0
TOOLS,4.4,95080,10000000,Free,0.0,Everyone,Tools,2632,3.1
SPORTS,2.4,551,100000,Free,0.0,Everyone,Sports,4236,0.8818359375
GAME,4.0,267,10000,Paid,1.99,Everyone,Action,3164,40.0
FAMILY,3.7,150,5000,Free,0.0,Everyone,Education,2685,11.0
FAMILY,4.1,205,50000,Free,0.0,Everyone,Education,2879,7.3
TOOLS,4.5,5180480,100000000,Free,0.0,Everyone,Tools,2634,26.0
TOOLS,4.4,26,500,Free,0.0,Everyone,Tools,2700,3.8
MEDICAL,1.0,2,100,Free,0.0,Everyone,Medical,2664,33.0
GAME,3.9,20,10000,Free,0.0,Everyone,Card,2706,4.8
BUSINESS,2.0,9,1000,Free,0.0,Everyone,Business,3052,3.4
MEDICAL,4.8,53743,1000000,Free,0.0,Everyone,Medical,2639,13.0
FAMILY,4.3,45579,1000000,Free,0.0,Everyone,Arcade;Action & Adventure,3473,64.0
TOOLS,4.1,543,10000,Free,0.0,Everyone,Tools,2691,26.0
MEDICAL,4.2,168,10000,Paid,24.99,Everyone,Medical,2989,25.0
GAME,4.7,21,100,Free,0.0,Everyone,Arcade,3031,9.0
GAME,4.2,162,10000,Free,0.0,Everyone,Arcade,2702,37.0
TOOLS,4.1,19,1000,Free,0.0,Everyone,Tools,4357,0.3095703125
LIFESTYLE,5.0,32,1000,Free,0.0,Everyone,Lifestyle,2847,7.9
TRAVEL_AND_LOCAL,2.2,83,50000,Free,0.0,Everyone,Travel & Local,2661,6.7
FAMILY,3.5,1380,500000,Free,0.0,Everyone,Entertainment,2648,6.9
PRODUCTIVITY,4.2,80581,10000000,Free,0.0,Everyone,Productivity,3288,2.5
FAMILY,4.6,5546,100000,Free,0.0,Everyone,Simulation,2681,85.0
GAME,3.3,152102,10000000,Free,0.0,Teen,Trivia,2666,18.0
TOOLS,3.9,132,50000,Free,0.0,Everyone,Tools,3075,2.6
SPORTS,4.1,820577,10000000,Free,0.0,Everyone,Sports,3187,30.0
GAME,4.6,4304,100000,Free,0.0,Everyone,Music,2676,71.0
PHOTOGRAPHY,4.4,1075016,100000000,Free,0.0,Mature 17+,Photography,2632,47.0
BOOKS_AND_REFERENCE,4.8,445756,10000000,Free,0.0,Everyone,Books & Reference,2712,16.0
LIFESTYLE,3.8,6,500,Free,0.0,Everyone,Lifestyle,3517,3.4
PERSONALIZATION,4.5,90,1000,Paid,1.99,Everyone,Personalization,2631,37.0
TOOLS,2.8,632,500000,Free,0.0,Everyone,Tools,3069,8.2
FAMILY,4.3,43090,5000000,Free,0.0,Everyone,Action;Action & Adventure,2667,95.0
PHOTOGRAPHY,4.2,329160,10000000,Free,0.0,Everyone,Photography,2698,27.0
GAME,4.2,147791,5000000,Free,0.0,Teen,Action,2640,38.0
NEWS_AND_MAGAZINES,4.5,44274,1000000,Free,0.0,Everyone,News & Magazines,2629,8.0
PERSONALIZATION,4.7,98,10000,Free,0.0,Everyone,Personalization,2708,3.4
COMMUNICATION,4.2,88427,5000000,Free,0.0,Everyone,Communication,2841,5.1
SHOPPING,4.3,909226,100000000,Free,0.0,Teen,Shopping,2635,42.0
PERSONALIZATION,4.6,5,500,Free,0.0,Mature 17+,Personalization,2805,8.8
FINANCE,4.5,625,10000,Free,0.0,Everyone,Finance,2758,3.8
LIFESTYLE,5.0,2,100,Free,0.0,Everyone,Lifestyle,3198,8.8
AUTO_AND_VEHICLES,3.5,12,5000,Free,0.0,Everyone,Auto & Vehicles,2698,19.0
PHOTOGRAPHY,3.3,1307,500000,Free,0.0,Everyone,Photography,3157,6.6
ART_AND_DESIGN,4.1,223,100000,Free,0.0,Everyone,Art & Design,2978,4.2
FAMILY,3.0,1,100,Free,0.0,Teen,Entertainment,2645,5.8
HEALTH_AND_FITNESS,4.1,2681,500000,Free,0.0,Everyone,Health & Fitness,2806,6.5
FAMILY,4.8,306,5000,Free,0.0,Everyone,Education,3058,3.3
PRODUCTIVITY,4.7,10,1000,Free,0.0,Everyone,Productivity,3158,7.1
PERSONALIZATION,4.1,112977,10000000,Free,0.0,Everyone,Personalization,2705,13.0
TOOLS,4.1,27,1000,Free,0.0,Everyone,Tools,3459,2.5
TRAVEL_AND_LOCAL,4.2,238,10000,Paid,5.99,Everyone,Travel & Local,2674,67.0
FAMILY,4.4,6367,1000000,Free,0.0,Everyone,Simulation,3017,96.0
COMICS,4.7,57106,1000000,Free,0.0,Teen,Comics,2643,27.0
SOCIAL,4.2,79129,5000000,Free,0.0,Teen,Social,2633,23.0
PHOTOGRAPHY,4.5,41331,5000000,Free,0.0,Everyone,Photography,2635,5.0
MAPS_AND_NAVIGATION,3.5,8,1000,Free,0.0,Everyone,Maps & Navigation,2999,32.0
SPORTS,4.5,32386,1000000,Free,0.0,Everyone,Sports,2634,19.0
AUTO_AND_VEHICLES,3.8,284,100000,Free,0.0,Everyone,Auto & Vehicles,2640,57.0
PERSONALIZATION,4.7,114851,10000000,Free,0.0,Everyone,Personalization,2646,20.0
TOOLS,4.4,166363,5000000,Free,0.0,Everyone,Tools,2702,1.8
NEWS_AND_MAGAZINES,2.2,23,1000,Free,0.0,Everyone,News & Magazines,2690,33.0
SPORTS,3.5,1151,10000,Free,0.0,Everyone,Sports,2643,8.3
PHOTOGRAPHY,4.5,267378,10000000,Free,0.0,Everyone,Photography,3751,1.9
BOOKS_AND_REFERENCE,4.6,244,100000,Free,0.0,Everyone,Books & Reference,3465,4.1
FINANCE,4.2,283,100000,Free,0.0,Everyone,Finance,2731,5.0
FAMILY,4.4,8,5000,Free,0.0,Everyone,Education,2691,3.3
PRODUCTIVITY,4.2,43,1000,Free,0.0,Everyone,Productivity,3783,0.033203125
FAMILY,4.7,23,1000,Free,0.0,Everyone,Education,2972,4.3
LIFESTYLE,4.6,32433,1000000,Free,0.0,Everyone,Lifestyle,2670,46.0
FINANCE,4.5,100997,5000000,Free,0.0,Everyone,Finance,2639,33.0
FAMILY,3.9,337,10000,Free,0.0,Everyone,Education,2716,22.0
EDUCATION,4.0,430,10000,Free,0.0,Everyone,Education,4116,0.513671875
FAMILY,4.1,217736,10000000,Free,0.0,Everyone,Casual;Pretend Play,2633,87.0
ART_AND_DESIGN,4.0,18,1000,Free,0.0,Everyone,Art & Design,2766,3.6
GAME,4.6,2027,100000,Free,0.0,Teen,Adventure,2769,56.0
FAMILY,1.7,1172,10000,Free,0.0,Everyone,Education,2930,5.6
AUTO_AND_VEHICLES,2.6,5,1000,Free,0.0,Everyone,Auto & Vehicles,2719,9.0
GAME,4.5,214819,5000000,Free,0.0,Everyone,Puzzle,2636,91.0
LIFESTYLE,3.7,41941,10000000,Free,0.0,Everyone,Lifestyle,2636,14.0
GAME,4.2,369203,50000000,Free,0.0,Everyone,Casual;Pretend Play,2740,24.0
NEWS_AND_MAGAZINES,4.4,291901,10000000,Free,0.0,Mature 17+,News & Magazines,2646,4.3
SPORTS,4.3,2486,500000,Free,0.0,Everyone,Sports,2636,18.0
PRODUCTIVITY,4.2,60840,5000000,Free,0.0,Everyone,Productivity,2696,1.9
FINANCE,4.7,3290,50000,Free,0.0,Everyone,Finance,2697,12.0
FAMILY,5.0,3,100,Free,0.0,Everyone,Education,2634,4.0
COMMUNICATION,4.0,9498,1000000,Free,0.0,Everyone,Communication,3419,0.115234375
BUSINESS,4.4,72202,1000000,Free,0.0,Everyone,Business,2671,6.7
SOCIAL,3.7,138026,5000000,Free,0.0,Mature 17+,Social,3518,2.7
SPORTS,4.2,80900,1000000,Free,0.0,Everyone,Sports,2641,21.0
FAMILY,4.5,4251,1000000,Free,0.0,Everyone,Education,2730,13.0
GAME,4.4,4067651,100000000,Free,0.0,Everyone 10+,Strategy,2660,69.0
FAMILY,3.5,91,10000,Free,0.0,Everyone,Education,2752,25.0
PHOTOGRAPHY,2.0,16,1000,Free,0.0,Everyone,Photography,2718,17.0
MAPS_AND_NAVIGATION,4.1,132792,10000000,Free,0.0,Everyone,Maps & Navigation,2914,62.0
HOUSE_AND_HOME,4.0,2382,500000,Free,0.0,Everyone,House & Home,3846,5.9
TOOLS,4.1,533,100000,Free,0.0,Everyone,Tools,3009,1.4
FAMILY,3.8,39,1000,Free,0.0,Everyone,Education,2857,2.9
ENTERTAINMENT,3.6,2639,100000,Free,0.0,Everyone,Entertainment,2809,8.5
TOOLS,4.2,12147,1000000,Free,0.0,Everyone,Tools,3918,0.115234375
GAME,4.4,7412,100000,Paid,4.99,Teen,Strategy,2731,84.0
FAMILY,4.1,135,1000,Paid,4.84,Everyone,Education,4256,4.9
TOOLS,4.3,56,1000,Paid,0.99,Everyone,Tools,4152,2.0
MEDICAL,4.4,3786,50000,Free,0.0,Everyone,Medical,2650,28.0
SHOPPING,4.7,10318,1000000,Free,0.0,Everyone,Shopping,2677,32.0
COMMUNICATION,4.8,6,10,Free,0.0,Everyone,Communication,2662,21.0
FAMILY,4.6,807155,10000000,Free,0.0,Teen,Simulation,2636,93.0
DATING,4.1,15081,1000000,Free,0.0,Mature 17+,Dating,2640,38.0
HEALTH_AND_FITNESS,2.4,577,50000,Free,0.0,Everyone,Health & Fitness,2732,3.7
FAMILY,4.7,557,10000,Free,0.0,Everyone,Education,3661,6.7
MEDICAL,4.2,10710,100000,Free,0.0,Everyone,Medical,2663,8.5
TOOLS,4.1,65597,10000000,Free,0.0,Everyone,Tools,3094,2.4
FAMILY,4.3,4551,500000,Free,0.0,Everyone,Simulation,2852,79.0
PHOTOGRAPHY,3.7,42,5000,Free,0.0,Everyone,Photography,3699,11.0
LIBRARIES_AND_DEMO,4.2,23859,1000000,Free,0.0,Everyone,Libraries & Demo,4006,0.83984375
FAMILY,5.0,43,1000,Free,0.0,Everyone,Education,2761,3.3
FAMILY,4.6,877576,10000000,Free,0.0,Everyone,Casual,3443,12.0
FAMILY,4.1,256,100000,Free,0.0,Teen,Entertainment,3774,2.5
HEALTH_AND_FITNESS,4.8,10,10,Free,0.0,Everyone,Health & Fitness,2683,4.0
SPORTS,4.2,42767,1000000,Free,0.0,Everyone,Sports,2640,72.0
FAMILY,4.4,539931,10000000,Free,0.0,Everyone,Simulation,2629,69.0
GAME,4.3,10485308,500000000,Free,0.0,Everyone,Casual,2702,24.0
FINANCE,5.0,4,50,Free,0.0,Everyone,Finance,2702,11.0
SPORTS,4.6,152867,10000000,Free,0.0,Everyone,Sports,2632,17.0
LIFESTYLE,3.9,18961,5000000,Free,0.0,Everyone,Lifestyle,3676,1.8
SHOPPING,4.4,2375,100000,Free,0.0,Everyone,Shopping,3271,1.1
GAME,4.2,3247,500000,Free,0.0,Teen,Action,3006,26.0
GAME,3.6,33,5000,Free,0.0,Teen,Casino,3055,71.0
LIFESTYLE,5.0,2,10,Free,0.0,Everyone,Lifestyle,2703,6.0
TOOLS,4.6,436615,10000000,Free,0.0,Everyone,Tools,2691,10.0
FOOD_AND_DRINK,3.6,145323,10000000,Free,0.0,Everyone,Food & Drink,2635,42.0
GAME,4.0,127831,10000000,Free,0.0,Teen,Card,2858,26.0
FAMILY,4.8,13,100,Free,0.0,Everyone,Entertainment,2633,6.0
TRAVEL_AND_LOCAL,3.2,86,10000,Free,0.0,Everyone,Travel & Local,2710,39.0
SHOPPING,4.4,9950,500000,Free,0.0,Everyone,Shopping,2648,15.0
GAME,4.3,2468915,50000000,Free,0.0,Teen,Action,2636,92.0
COMMUNICATION,3.8,9,100,Paid,0.99,Everyone,Communication,3804,0.76171875
DATING,4.2,1059,100000,Free,0.0,Mature 17+,Dating,2640,18.0
SHOPPING,4.5,79261,5000000,Free,0.0,Everyone,Shopping,2632,57.0
FAMILY,4.0,856,10000,Paid,399.99,Everyone,Entertainment,2708,8.7
COMMUNICATION,4.2,1044,100000,Free,0.0,Everyone,Communication,2697,3.5
SOCIAL,4.1,8,100,Free,0.0,Teen,Social,3017,4.4
SHOPPING,4.1,5618,500000,Free,0.0,Teen,Shopping,2718,4.6
DATING,3.1,31320,5000000,Free,0.0,Mature 17+,Dating,2636,53.0
FAMILY,4.5,1564,50000,Free,0.0,Everyone,Educational;Education,2702,35.0
TOOLS,4.1,4234,1000000,Free,0.0,Everyone,Tools,2702,1.9
GAME,4.5,2032,50000,Free,0.0,Teen,Card,2691,50.0
FAMILY,3.0,30,5000,Free,0.0,Everyone,Entertainment,4399,0.310546875
HEALTH_AND_FITNESS,4.5,27396,1000000,Free,0.0,Mature 17+,Health & Fitness,2650,59.0
BUSINESS,4.3,740,50000,Free,0.0,Everyone,Business,2631,19.0
BUSINESS,4.1,423,100000,Free,0.0,Everyone,Business,2689,20.0
PRODUCTIVITY,5.0,9,50,Free,0.0,Everyone,Productivity,2805,25.0
MEDICAL,5.0,2,10,Free,0.0,Everyone,Medical,2654,83.0
COMMUNICATION,4.0,122498,10000000,Free,0.0,Everyone,Communication,3698,0.0771484375
FINANCE,4.6,11066,500000,Free,0.0,Everyone,Finance,2648,9.1
BUSINESS,4.5,103755,10000000,Free,0.0,Everyone,Business,2655,14.0
COMMUNICATION,2.7,560,10000,Free,0.0,Everyone,Communication,2641,37.0
LIFESTYLE,4.1,18968,5000000,Free,0.0,Teen,Lifestyle,2731,32.0
TOOLS,4.5,474439,10000000,Free,0.0,Everyone,Tools,2670,7.9
BOOKS_AND_REFERENCE,4.2,27,10000,Free,0.0,Everyone,Books & Reference,2817,4.3
FAMILY,4.6,14014,1000000,Free,0.0,Everyone,Education;Education,2660,60.0
SPORTS,4.3,926,100000,Free,0.0,Everyone,Sports,2830,9.3
WEATHER,4.2,189310,10000000,Free,0.0,Everyone,Weather,2629,38.0
SHOPPING,4.5,6210998,100000000,Free,0.0,Everyone,Shopping,2632,15.0
VIDEO_PLAYERS,4.3,9966,1000000,Free,0.0,Everyone,Video Players & Editors,3122,5.5
